name,description,No.,the_geom,CODIGO,LATITUD,LONGITUD,ESTADO,unnamed (1),unnamed (2)
CALLE 47 CON CARRERA 21 BARRANQUILLA,No.: 99<br>CODIGO: 1416<br>LATITUD: 10.96297<br>LONGITUD: -74.7950824<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,99,POINT (-74.7950824 10.96297),1416,10.96297,-74.7950824,Funcionando,,
CALLE 47 CON CARRERA 22 BARRANQUILLA,No.: 100<br>CODIGO: 4722<br>LATITUD: 10.9802137<br>LONGITUD: -74.7881549<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,100,POINT (-74.7881549 10.9802137),4722,10.9802137,-74.7881549,Funcionando,,
CALLE 47 CON CARRERA 33 BARRANQUILLA,No.: 101<br>CODIGO: 4733<br>LATITUD: 10.9754357<br>LONGITUD: -74.7894946<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,101,POINT (-74.7894946 10.9754357),4733,10.9754357,-74.7894946,Funcionando,,
CALLE 50 CON CARRERA 24 BARRANQUILLA,No.: 102<br>CODIGO: 2318<br>LATITUD: 10.9684734<br>LONGITUD: -74.7952014<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,102,POINT (-74.7952014 10.9684734),2318,10.9684734,-74.7952014,Funcionando,,
CALLE 50 CON CARRERA 27 BARRANQUILLA,No.: 103<br>CODIGO: 2317<br>LATITUD: 10.9712039<br>LONGITUD: -74.7939952<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,103,POINT (-74.7939952 10.9712039),2317,10.9712039,-74.7939952,Funcionando,,
CALLE 50 CON CARRERA 33 BARRANQUILLA,No.: 104<br>CODIGO: 1436<br>LATITUD: 10.976169<br>LONGITUD: -74.791678<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,104,POINT (-74.791678 10.976169),1436,10.976169,-74.791678,Funcionando,,
CALLE 50 CON CARRERA 38 BARRANQUILLA,No.: 105<br>CODIGO: 5138<br>LATITUD: 10.98066<br>LONGITUD: -74.7903074<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,105,POINT (-74.7903074 10.98066),5138,10.98066,-74.7903074,Funcionando,,
CALLE 50 CON CARRERA 41 BARRANQUILLA,No.: 106<br>CODIGO: 5138<br>LATITUD: 10.9820734<br>LONGITUD: -74.7899097<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,106,POINT (-74.7899097 10.9820734),5138,10.9820734,-74.7899097,Funcionando,,
CALLE 50 CON CARRERA 43 BARRANQUILLA,No.: 107<br>CODIGO: 1139<br>LATITUD: 10.983771<br>LONGITUD: -74.7893841<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,107,POINT (-74.7893841 10.983771),1139,10.983771,-74.7893841,Funcionando,,
CALLE 50 CON CARRERA 44 BARRANQUILLA,No.: 108<br>CODIGO: 1139<br>LATITUD: 10.985343<br>LONGITUD: -74.7888018<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,108,POINT (-74.7888018 10.985343),1139,10.985343,-74.7888018,Funcionando,,
CALLE 50 CON CARRERA 45 BARRANQUILLA,No.: 109<br>CODIGO: 1139<br>LATITUD: 10.9873053<br>LONGITUD: -74.7882298<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,109,POINT (-74.7882298 10.9873053),1139,10.9873053,-74.7882298,Funcionando,,
CALLE 50 CON CARRERA 46 BARRANQUILLA,No.: 110<br>CODIGO: 2156<br>LATITUD: 10.9881277<br>LONGITUD: -74.7879786<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,110,POINT (-74.7879786 10.9881277),2156,10.9881277,-74.7879786,Funcionando,,
CALLE 51 CON CARRERA 38 BARRANQUILLA,No.: 111<br>CODIGO: 5138<br>LATITUD: 10.9808792<br>LONGITUD: -74.7912623<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,111,POINT (-74.7912623 10.9808792),5138,10.9808792,-74.7912623,Funcionando,,
CALLE 53 CON CARRERA 45 BARRANQUILLA,No.: 113<br>CODIGO: 2156<br>LATITUD: 10.987717<br>LONGITUD: -74.7897734<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,113,POINT (-74.7897734 10.987717),2156,10.987717,-74.7897734,Funcionando,,
CALLE 53 CON CARRERA 46 BARRANQUILLA,No.: 114<br>CODIGO: 2156<br>LATITUD: 10.9885764<br>LONGITUD: -74.7895198<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,114,POINT (-74.7895198 10.9885764),2156,10.9885764,-74.7895198,Funcionando,,
CALLE 53 CON CARRERA 50 BARRANQUILLA,No.: 115<br>CODIGO: 1277<br>LATITUD: 10.9907409<br>LONGITUD: -74.789138<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,115,POINT (-74.789138 10.9907409),1277,10.9907409,-74.789138,Funcionando,,
CALLE 53 CON CARRERA 54 BARRANQUILLA,No.: 116<br>CODIGO: 5354<br>LATITUD: 10.9927375<br>LONGITUD: -74.7892454<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,116,POINT (-74.7892454 10.9927375),5354,10.9927375,-74.7892454,Funcionando,,
CALLE 53D CON CARRERA 21B BARRANQUILLA,No.: 117<br>CODIGO: 2303<br>LATITUD: 10.9682144<br>LONGITUD: -74.8002887<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,117,POINT (-74.8002887 10.9682144),2303,10.9682144,-74.8002887,Funcionando,,
CALLE 53D CON CARRERA 24 BARRANQUILLA,No.: 118<br>CODIGO: 1307<br>LATITUD: 10.970826<br>LONGITUD: -74.798462<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,118,POINT (-74.798462 10.970826),1307,10.970826,-74.798462,Funcionando,,
CALLE 53D CON CARRERA 25 BARRANQUILLA,No.: 119<br>CODIGO: 5325<br>LATITUD: 10.972475<br>LONGITUD: -74.797588<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,119,POINT (-74.797588 10.972475),5325,10.972475,-74.797588,Funcionando,,
CALLE 53D CON CARRERA 31 BARRANQUILLA,No.: 120<br>CODIGO: 5331<br>LATITUD: 10.97656<br>LONGITUD: -74.7973705<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,120,POINT (-74.7973705 10.97656),5331,10.97656,-74.7973705,Funcionando,,
CALLE 54 CON CARRERA 33 BARRANQUILLA,No.: 121<br>CODIGO: 2434<br>LATITUD: 10.9781534<br>LONGITUD: -74.7967611<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,121,POINT (-74.7967611 10.9781534),2434,10.9781534,-74.7967611,Funcionando,,
CALLE 54 CON CARRERA 38 BARRANQUILLA,No.: 122<br>CODIGO: 1158<br>LATITUD: 10.9816451<br>LONGITUD: -74.7944106<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,122,POINT (-74.7944106 10.9816451),1158,10.9816451,-74.7944106,Funcionando,,
CALLE 54 CON CARRERA 41 BARRANQUILLA,No.: 123<br>CODIGO: 1158<br>LATITUD: 10.9828188<br>LONGITUD: -74.793685<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,123,POINT (-74.793685 10.9828188),1158,10.9828188,-74.793685,Funcionando,,
CALLE 54 CON CARRERA 43 BARRANQUILLA,No.: 124<br>CODIGO: 1158<br>LATITUD: 10.9846061<br>LONGITUD: -74.7925588<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,124,POINT (-74.7925588 10.9846061),1158,10.9846061,-74.7925588,Funcionando,,
CALLE 54 CON CARRERA 44 BARRANQUILLA,No.: 125<br>CODIGO: 1158<br>LATITUD: 10.9861841<br>LONGITUD: -74.7919628<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,125,POINT (-74.7919628 10.9861841),1158,10.9861841,-74.7919628,Funcionando,,
CALLE 54 CON CARRERA 45 BARRANQUILLA,No.: 126<br>CODIGO: 2157<br>LATITUD: 10.9881505<br>LONGITUD: -74.7913516<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,126,POINT (-74.7913516 10.9881505),2157,10.9881505,-74.7913516,Funcionando,,
CALLE 54 CON CARRERA 46 BARRANQUILLA,No.: 127<br>CODIGO: 2157<br>LATITUD: 10.9890391<br>LONGITUD: -74.7910884<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,127,POINT (-74.7910884 10.9890391),2157,10.9890391,-74.7910884,Funcionando,,
CALLE 54 CON CARRERA 50 BARRANQUILLA,No.: 128<br>CODIGO: 1277<br>LATITUD: 10.9907684<br>LONGITUD: -74.790591<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,128,POINT (-74.790591 10.9907684),1277,10.9907684,-74.790591,Funcionando,,
CALLE 54 CON CARRERA 53 BARRANQUILLA,No.: 129<br>CODIGO: 1277<br>LATITUD: 10.9917181<br>LONGITUD: -74.7903144<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,129,POINT (-74.7903144 10.9917181),1277,10.9917181,-74.7903144,Funcionando,,
CALLE 55 CON CARRERA 46 BARRANQUILLA,No.: 130<br>CODIGO: 5546<br>LATITUD: 10.989339<br>LONGITUD: -74.7917523<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,130,POINT (-74.7917523 10.989339),5546,10.989339,-74.7917523,Funcionando,,
CALLE 55 CON CARRERA 47 y 50 BARRANQUILLA,No.: 131<br>CODIGO: 5550<br>LATITUD: 10.990703<br>LONGITUD: -74.791388<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,131,POINT (-74.791388 10.990703),5550,10.990703,-74.791388,Funcionando,,
CALLE 55 CON CARRERA 54 BARRANQUILLA,No.: 132<br>CODIGO: 5354<br>LATITUD: 10.9927706<br>LONGITUD: -74.7912042<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,132,POINT (-74.7912042 10.9927706),5354,10.9927706,-74.7912042,Funcionando,,
CALLE 56 CON CARRERA 9D BARRANQUILLA,No.: 133<br>CODIGO: 5609<br>LATITUD: 10.9535889<br>LONGITUD: -74.8087009<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,133,POINT (-74.8087009 10.9535889),5609,10.9535889,-74.8087009,Funcionando,,
CALLE 57 CON CARRERA 24 BARRANQUILLA,No.: 134<br>CODIGO: 1307<br>LATITUD: 10.9713274<br>LONGITUD: -74.8012771<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,134,POINT (-74.8012771 10.9713274),1307,10.9713274,-74.8012771,Funcionando,,
CALLE 57 CON CARRERA 25 BARRANQUILLA,"No.: 135<br>CODIGO: 5725<br>LATITUD: 10.972698<br>LONGITUD: -74.801185<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2): ,",135,POINT (-74.801185 10.972698),5725,10.972698,-74.801185,Funcionando,,","
CALLE 58 CON CARRERA 54 BARRANQUILLA,No.: 136<br>CODIGO: 5354<br>LATITUD: 10.9928996<br>LONGITUD: -74.7914763<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,136,POINT (-74.7914763 10.9928996),5354,10.9928996,-74.7914763,Funcionando,,
CALLE 59 CON CARRERA 45 BARRANQUILLA,No.: 137<br>CODIGO: 5945<br>LATITUD: 10.9892126<br>LONGITUD: -74.79522<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,137,POINT (-74.79522 10.9892126),5945,10.9892126,-74.79522,Funcionando,,
CALLE 59 CON CARRERA 46 BARRANQUILLA,No.: 138<br>CODIGO: 2280<br>LATITUD: 10.9902237<br>LONGITUD: -74.7949312<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,138,POINT (-74.7949312 10.9902237),2280,10.9902237,-74.7949312,Funcionando,,
CALLE 59 CON CARRERA 47 BARRANQUILLA,No.: 139<br>CODIGO: 5947<br>LATITUD: 10.9914496<br>LONGITUD: -74.7945951<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,139,POINT (-74.7945951 10.9914496),5947,10.9914496,-74.7945951,Funcionando,,
CALLE 59 CON CARRERA 50 BARRANQUILLA,No.: 140<br>CODIGO: 1279<br>LATITUD: 10.9919534<br>LONGITUD: -74.7940735<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,140,POINT (-74.7940735 10.9919534),1279,10.9919534,-74.7940735,Funcionando,,
CALLE 59 CON CARRERA 53 BARRANQUILLA,No.: 141<br>CODIGO: 1279<br>LATITUD: 10.9929475<br>LONGITUD: -74.793324<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,141,POINT (-74.793324 10.9929475),1279,10.9929475,-74.793324,Funcionando,,
CALLE 59 CON CARRERA 54 BARRANQUILLA,No.: 142<br>CODIGO: 1279<br>LATITUD: 10.9939843<br>LONGITUD: -74.7926627<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,142,POINT (-74.7926627 10.9939843),1279,10.9939843,-74.7926627,Funcionando,,
CALLE 6 CON CARRERA 30 BARRANQUILLA,No.: 143<br>CODIGO: 630<br>LATITUD: 10.9852619<br>LONGITUD: -74.7760198<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,143,POINT (-74.7760198 10.9852619),630,10.9852619,-74.7760198,Funcionando,,
CALLE 60 CON CARRERA 14 BARRANQUILLA,No.: 144<br>CODIGO: 6014<br>LATITUD: 10.9603468<br>LONGITUD: -74.8067513<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,144,POINT (-74.8067513 10.9603468),6014,10.9603468,-74.8067513,Funcionando,,
CALLE 60 CON CARRERA 46 BARRANQUILLA,No.: 145<br>CODIGO: 2280<br>LATITUD: 10.9904172<br>LONGITUD: -74.7956265<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,145,POINT (-74.7956265 10.9904172),2280,10.9904172,-74.7956265,Funcionando,,
CALLE 61 CON CARRERA 24 BARRANQUILLA,No.: 146<br>CODIGO: 1309<br>LATITUD: 10.9714016<br>LONGITUD: -74.8035041<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,146,POINT (-74.8035041 10.9714016),1309,10.9714016,-74.8035041,Funcionando,,
CALLE 61 CON CARRERA 27 BARRANQUILLA,No.: 147<br>CODIGO: 2316<br>LATITUD: 10.9755198<br>LONGITUD: -74.8032603<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,147,POINT (-74.8032603 10.9755198),2316,10.9755198,-74.8032603,Funcionando,,
CALLE 61 CON CARRERA 38 BARRANQUILLA,No.: 148<br>CODIGO: 1160<br>LATITUD: 10.9836332<br>LONGITUD: -74.798959<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,148,POINT (-74.798959 10.9836332),1160,10.9836332,-74.798959,Funcionando,,
CALLE 61 CON CARRERA 41 BARRANQUILLA,No.: 149<br>CODIGO: 1160<br>LATITUD: 10.9848317<br>LONGITUD: -74.7980043<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,149,POINT (-74.7980043 10.9848317),1160,10.9848317,-74.7980043,Funcionando,,
CALLE 61 CON CARRERA 43 BARRANQUILLA,No.: 150<br>CODIGO: 1160<br>LATITUD: 10.986423<br>LONGITUD: -74.7975661<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,150,POINT (-74.7975661 10.986423),1160,10.986423,-74.7975661,Funcionando,,
CALLE 61 CON CARRERA 44 BARRANQUILLA,No.: 151<br>CODIGO: 2161<br>LATITUD: 10.9878254<br>LONGITUD: -74.7971482<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,151,POINT (-74.7971482 10.9878254),2161,10.9878254,-74.7971482,Funcionando,,
CALLE 62 CON CARRERA 46 BARRANQUILLA,No.: 152<br>CODIGO: 2381<br>LATITUD: 10.9908089<br>LONGITUD: -74.7970541<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,152,POINT (-74.7970541 10.9908089),2381,10.9908089,-74.7970541,Funcionando,,
CALLE 64 CON CARRERA 24 BARRANQUILLA,No.: 153<br>CODIGO: 1309<br>LATITUD: 10.9715268<br>LONGITUD: -74.8057368<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,153,POINT (-74.8057368 10.9715268),1309,10.9715268,-74.8057368,Funcionando,,
CALLE 64 CON CARRERA 27 BARRANQUILLA,No.: 154<br>CODIGO: 6427<br>LATITUD: 10.9759955<br>LONGITUD: -74.8054204<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,154,POINT (-74.8054204 10.9759955),6427,10.9759955,-74.8054204,Funcionando,,
CALLE 64 CON CARRERA 44 BARRANQUILLA,No.: 155<br>CODIGO: 6444<br>LATITUD: 10.988912<br>LONGITUD: -74.79912<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,155,POINT (-74.79912 10.988912),6444,10.988912,-74.79912,Funcionando,,
CALLE 64 CON CARRERA 46 BARRANQUILLA,No.: 156<br>CODIGO: 2380<br>LATITUD: 10.9911749<br>LONGITUD: -74.7984688<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,156,POINT (-74.7984688 10.9911749),2380,10.9911749,-74.7984688,Funcionando,,
CALLE 64 CON CARRERA 47 BARRANQUILLA,No.: 157<br>CODIGO: 6447<br>LATITUD: 10.992408<br>LONGITUD: -74.798132<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,157,POINT (-74.798132 10.992408),6447,10.992408,-74.798132,Funcionando,,
CALLE 64 CON CARRERA 53 BARRANQUILLA,No.: 158<br>CODIGO: 1272<br>LATITUD: 10.9952341<br>LONGITUD: -74.7958224<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,158,POINT (-74.7958224 10.9952341),1272,10.9952341,-74.7958224,Funcionando,,
CALLE 64 CON CARRERA 54 BARRANQUILLA,No.: 159<br>CODIGO: 1272<br>LATITUD: 10.9958015<br>LONGITUD: -74.7948918<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,159,POINT (-74.7948918 10.9958015),1272,10.9958015,-74.7948918,Funcionando,,
CALLE 64 CON CARRERA 58 BARRANQUILLA,No.: 160<br>CODIGO: 1272<br>LATITUD: 10.9959516<br>LONGITUD: -74.7946546<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,160,POINT (-74.7946546 10.9959516),1272,10.9959516,-74.7946546,Funcionando,,
CALLE 68 CON CARRERA 21B BARRANQUILLA,No.: 161<br>CODIGO: 6821<br>LATITUD: 10.968804<br>LONGITUD: -74.8097177<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,161,POINT (-74.8097177 10.968804),6821,10.968804,-74.8097177,Funcionando,,
CALLE 68 CON CARRERA 27 BARRANQUILLA,No.: 162<br>CODIGO: 2314<br>LATITUD: 10.9765186<br>LONGITUD: -74.8068543<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,162,POINT (-74.8068543 10.9765186),2314,10.9765186,-74.8068543,Funcionando,,
CALLE 68 CON CARRERA 32 BARRANQUILLA,No.: 163<br>CODIGO: 1313<br>LATITUD: 10.9807784<br>LONGITUD: -74.8045322<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,163,POINT (-74.8045322 10.9807784),1313,10.9807784,-74.8045322,Funcionando,,
CALLE 68 CON CARRERA 38 BARRANQUILLA,No.: 164<br>CODIGO: 325<br>LATITUD: 10.9833319<br>LONGITUD: -74.8034468<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,164,POINT (-74.8034468 10.9833319),325,10.9833319,-74.8034468,Funcionando,,
CALLE 68 CON CARRERA 43 BARRANQUILLA,No.: 165<br>CODIGO: 2377<br>LATITUD: 10.9889008<br>LONGITUD: -74.8021738<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,165,POINT (-74.8021738 10.9889008),2377,10.9889008,-74.8021738,Funcionando,,
CALLE 68 CON CARRERA 44 BARRANQUILLA,No.: 166<br>CODIGO: 6844<br>LATITUD: 10.9897171<br>LONGITUD: -74.8019449<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,166,POINT (-74.8019449 10.9897171),6844,10.9897171,-74.8019449,Funcionando,,
CALLE 68 CON CARRERA 45 BARRANQUILLA,No.: 167<br>CODIGO: 6845<br>LATITUD: 10.990999<br>LONGITUD: -74.8015695<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,167,POINT (-74.8015695 10.990999),6845,10.990999,-74.8015695,Funcionando,,
CALLE 68 CON CARRERA 46 BARRANQUILLA,No.: 168<br>CODIGO: 2379<br>LATITUD: 10.991962<br>LONGITUD: -74.8012952<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,168,POINT (-74.8012952 10.991962),2379,10.991962,-74.8012952,Funcionando,,
CALLE 68 CON CARRERA 47 BARRANQUILLA,No.: 169<br>CODIGO: 6847<br>LATITUD: 10.9931928<br>LONGITUD: -74.8009609<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,169,POINT (-74.8009609 10.9931928),6847,10.9931928,-74.8009609,Funcionando,,
CALLE 68 CON CARRERA 50 BARRANQUILLA,No.: 170<br>CODIGO: 1269<br>LATITUD: 10.9951325<br>LONGITUD: -74.7997616<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,170,POINT (-74.7997616 10.9951325),1269,10.9951325,-74.7997616,Funcionando,,
CALLE 68 CON CARRERA 53 BARRANQUILLA,No.: 171<br>CODIGO: 1270<br>LATITUD: 10.9962025<br>LONGITUD: -74.7980303<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,171,POINT (-74.7980303 10.9962025),1270,10.9962025,-74.7980303,Funcionando,,
CALLE 68 CON CARRERA 54 BARRANQUILLA,No.: 172<br>CODIGO: 1270<br>LATITUD: 10.9971989<br>LONGITUD: -74.7975694<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,172,POINT (-74.7975694 10.9971989),1270,10.9971989,-74.7975694,Funcionando,,
CALLE 69 CON CARRERA 41 BARRANQUILLA,No.: 173<br>CODIGO: 2377<br>LATITUD: 10.9868738<br>LONGITUD: -74.8038667<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,173,POINT (-74.8038667 10.9868738),2377,10.9868738,-74.8038667,Funcionando,,
CALLE 69 CON CARRERA 43 BARRANQUILLA,No.: 174<br>CODIGO: 2377<br>LATITUD: 10.9893604<br>LONGITUD: -74.8030104<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,174,POINT (-74.8030104 10.9893604),2377,10.9893604,-74.8030104,Funcionando,,
CALLE 69 CON CARRERA 44 BARRANQUILLA,No.: 175<br>CODIGO: 2377<br>LATITUD: 10.9901915<br>LONGITUD: -74.802703<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,175,POINT (-74.802703 10.9901915),2377,10.9901915,-74.802703,Funcionando,,
CALLE 69 CON CARRERA 46 BARRANQUILLA,No.: 176<br>CODIGO: 2379<br>LATITUD: 10.9923736<br>LONGITUD: -74.8019949<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,176,POINT (-74.8019949 10.9923736),2379,10.9923736,-74.8019949,Funcionando,,
CALLE 70 CON CARRERA 48 BARRANQUILLA,No.: 177<br>CODIGO: 7048<br>LATITUD: 10.9946462<br>LONGITUD: -74.8026325<br>ESTADO: Funcionando<br>unnamed (1): <br>unnamed (2):,177,POINT (-74.8026325 10.9946462),7048,10.9946462,-74.8026325,Funcionando,,
